SepalLength,SepalWidth,PetalLength,PetalWidth,Species
5.2483570765056164,3.1252464251729384,3.085502494538964,0.968660451363414,Iris-setosa
4.930867849414407,3.173224104748488,3.2199094799015153,1.4775711602506192,Iris-versicolor
5.323844269050346,2.6599876392107547,3.873646802561631,0.5071369768322281,Iris-virginica
5.761514928204012,3.116126848580502,3.8051851327167325,1.252023257758922,Iris-setosa
4.882923312638332,3.146536236649341,3.489549203017926,0.7348711908137796,Iris-versicolor
4.88293152152541,2.642824290986816,3.558663691654391,0.6035635838688279,Iris-virginica
5.789606407753696,3.9328872555723784,4.138832447894212,0.946484820022721,Iris-setosa
5.383717364576454,3.2369164604558938,3.204214305582085,0.48237883879031296,Iris-versicolor
4.765262807032524,2.404348251398676,3.773548690585019,0.723175347326409,Iris-virginica
5.2712800217929825,3.328276804316915,3.398903673783053,0.40106105370557577,Iris-setosa
4.768291153593768,2.5126591648863394,3.3911593983863897,1.9823625664581948,Iris-versicolor
4.767135123214872,3.393542301871226,4.049388425993595,1.0176317759858644,Iris-virginica
5.120981135783017,3.579297789503702,3.912708174494015,0.6501372460037071,Iris-setosa
4.043359877671101,2.5896588408241445,3.9067548180003193,1.106989955367111,Iris-versicolor
4.137541083743484,3.481688064622161,4.152739403577165,0.9438359751545851,Iris-virginica
4.718856235379514,3.206390463468249,3.5105019208163797,0.8895152002333885,Iris-setosa
4.493584439832788,3.411030079997245,3.8409764856474817,1.3070833500217125,Iris-versicolor
5.157123666297637,3.9483964913269736,3.344866621703272,1.3787538550236524,Iris-virginica
4.545987962239394,2.8773059419985647,3.662083176244221,0.7347494261947363,Iris-setosa
4.293848149332354,2.6231319178212553,3.4349284728161575,0.7120908796776599,Iris-versicolor
5.732824384460777,2.5552427851872386,3.548497982496359,0.862474151424178,Iris-virginica
4.8871118497567325,2.5920948575172806,3.7975785127184567,-0.15096058236779242,Iris-setosa
5.033764102343962,2.961449145292948,3.0908896583832637,0.24240446890072387,Iris-versicolor
4.287625906893272,3.170575987408322,4.54619363784273,1.6834371337222622,Iris-virginica
4.727808637737409,3.1383453996650097,2.996991309250149,1.8224838567506418,Iris-setosa
5.055461294854933,3.413591624518012,2.892905693606134,0.8754819802218108,Iris-versicolor
4.424503211288848,3.0065009459389533,4.079055436750034,1.2882784815278832,Iris-virginica
5.187849009172836,3.726767038578658,3.895831346981468,1.155625077271768,Iris-setosa
4.699680655040598,2.867671583381022,3.8120599085260776,2.539440404227619,Iris-versicolor
4.854153125103362,4.360084583294809,3.81417275463214,1.5597874557172884,Iris-virginica
4.699146693885302,3.312833673882503,3.4938766135765427,0.9360412042596167,Iris-setosa
5.926139092254469,2.5714212217918586,3.051372814257084,0.5222297796997871,Iris-versicolor
4.993251387631033,2.464553750969444,3.5379022790968633,0.19677683987121375,Iris-virginica
4.47114453552205,3.2412362076215926,3.1614191442439443,1.1017318179336115,Iris-setosa
5.411272456051594,2.8882686073370745,3.9875598667088754,0.6218246273578483,Iris-versicolor
4.389578175014488,3.357000247046046,3.4264713092489307,0.2888731452011629,Iris-virginica
5.104431797502378,3.2366188122867725,3.0872514016037442,0.6767135578787367,Iris-setosa
4.0201649380601125,2.9635855436715635,3.339307079173503,0.4592259981928025,Iris-versicolor
4.335906975550785,2.5766031409657977,3.7064657271378123,1.8435708175362824,Iris-virginica
5.098430617934562,2.242576387657068,3.2181377235980126,1.4408198784747253,Iris-setosa
5.369233289997705,2.7767425239664894,3.088889802216784,0.9960136793416913,Iris-versicolor
5.085684140594985,3.428199397161736,3.621843605745956,1.739972069445013,Iris-virginica
4.9421758588058795,3.107046872065102,3.6224832855543614,1.0386841538238092,Iris-setosa
4.849448152205356,2.3771306106440058,3.246528412314435,0.5693578993358681,Iris-versicolor
4.260739004816286,3.086590462925591,3.2644808471908386,1.7615620386348287,Iris-virginica
4.640077895802646,3.1926586898644183,3.616024968678818,1.2694550218423293,Iris-setosa
4.769680614520106,2.5580712818994336,2.775957829251338,0.4813769228367718,Iris-versicolor
5.528561113109458,3.076862552972764,2.796268112811722,0.9048306609581959,Iris-virginica
5.1718091447842305,3.029104359223,3.140777889373782,0.5621908733076214,Iris-setosa
4.118479922318633,2.4285148510846883,3.3932764241440765,0.30860013451783197,Iris-versicolor
5.162041984697398,3.1788936801741414,3.655453782799002,1.4630887737658207,Iris-virginica
4.807458859791842,3.280392263184117,4.237678108474776,1.9547083202350652,Iris-setosa
4.6615389998470205,3.5415256215876383,3.92882981160101,0.3007162130904294,Iris-versicolor
5.305838144420434,3.5269010260174514,3.4200307350182864,1.2814846183452855,Iris-virginica
5.515499761247975,2.3111653160214543,3.4904918960486557,0.6746787154390865,Iris-setosa
5.465640059558099,2.5310874800424386,2.9987353176810956,0.756437308117652,Iris-versicolor
4.580391238388681,3.25751763360433,3.490743432003805,0.7038030378805654,Iris-virginica
4.845393812074393,3.2568929754561045,3.355670680539931,0.5680046151600919,Iris-setosa
5.165631715701782,3.257523843153024,3.661359280169045,1.0242608139724134,Iris-versicolor
5.48777256356118,4.92636574532736,3.0863845282238387,0.5845249417944811,Iris-virginica
4.760412881077355,3.2854452553465836,3.759673257120586,1.1352284128899195,Iris-setosa
4.907170511668092,3.5677828200902995,4.266369456501289,0.9748809452754316,Iris-versicolor
